timestamp,elapsed_time,event_type,event_description,prev_state,new_state,person_detected,person_distance_mm,force_magnitude,commanded_direction,imu_yaw,additional_data
1764554491.9385471,3.738,STATE_CHANGE,None -> IDLE,NONE,,False,0.0,0.0000,NONE,0.00,
