timestamp,mode_time_elapsed,fps,person_detected,person_x_pixels,person_z_camera,person_confidence,servo_position,servo_is_moving,person_centered,pixel_error,total_moves,successful_centers,false_positive_rejections,detection_success_count,detection_failure_count,detection_rate,consecutive_successes,consecutive_failures,rolling_variance_pixels,rolling_std_dev_pixels,average_variance_pixels,reused_detection,last_good_age_ms,smoothing_applied,smoothed_position_x,raw_position_x,dynamic_offset_x,dynamic_offset_y,calibration_samples_count,movement_enabled,base_is_moving,base_direction,base_speed,movement_success_rate,total_movement_commands,avg_movement_duration,robot_pos_x,robot_pos_y,robot_orientation,robot_velocity_x,robot_velocity_y,total_distance_traveled,total_rotation,position_confidence,orientation_confidence,imu_initialized,imu_roll,imu_pitch,imu_yaw,imu_smoothed_yaw,imu_angular_vel_x,imu_angular_vel_y,imu_angular_vel_z,imu_accel_x,imu_accel_y,imu_accel_z,imu_update_rate,navigation_enabled,navigation_state,has_person_target,goal_reached,person_distance_mm,person_angle_deg,time_since_person_update,attractive_force_magnitude,repulsive_force_magnitude,total_force_magnitude,nav_movement_direction,nav_movement_speed,navigation_success_rate,goals_reached,force_calculations_count,obstacles_filtered_count
1764118014.1454484,9.933008909225464,22.697599720365265,True,782,1142.833251953125,0.9990234375,0.04,True,False,-128,2,0,0,9,2,81.81818181818183,1,0,1,1.0,1,0,0.0,8,780.0,782,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.630909663024,0.0,0.0,0.0,0.02298835326141102,1.0,0.9,True,169.64749338193724,87.74779383029544,169.60792130976256,169.630909663024,-0.05752427875995636,0.0,0.008522115647792816,-9.222464561462402,0.047884032130241394,-0.3447650372982025,9.999684430457663,False,IDLE,True,False,1272.9923619158494,356.84410483458925,8.988380432128906e-05,1.5459847238316986,0.0,1.5459847238316986,NONE,0.0,0.0,0,11,0
1764118014.1883662,9.975926637649536,22.869873125614447,True,783,1142.833251953125,0.9990234375,0.06,True,False,-127,3,0,0,10,2,83.33333333333334,2,0,2.2333333333333334,1.4944341180973264,2.2333333333333334,0,0.0,9,781.1333333333333,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.65750800584468,0.0,0.0,0.0,0.049586696082087656,1.0,0.9,True,169.83084403131397,87.74938034774888,169.91988144449218,169.65750800584468,-0.05645901337265968,-0.004261057823896408,0.009587380103766918,-9.279925346374512,0.028730420395731926,-0.2777273952960968,9.9996121874851,False,IDLE,True,False,1272.9923619158494,356.84410483458925,0.00014710426330566406,1.5459847238316986,0.0,1.5459847238316986,NONE,0.0,0.0,0,12,0
1764118014.2252293,10.012789726257324,23.01876368644036,True,783,1142.833251953125,0.9990234375,0.06,True,False,-127,3,0,0,11,2,84.61538461538461,3,0,3,1.7320508075688772,3,1,37.9331111907959,10,782.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.63964267645184,0.0,0.0,0.0,0.06745202547492113,1.0,0.9,True,169.2872925143323,87.75064166578221,169.47524472235702,169.63964267645184,-0.04261057823896408,-0.006391586735844612,0.007456851191818714,-9.222464561462402,0.14365209639072418,-0.38307225704193115,9.999626246997185,False,IDLE,True,False,1272.9923619158494,355.71910483458925,0.00011372566223144531,1.5459847238316988,0.0,1.5459847238316988,NONE,0.0,0.0,0,13,0
1764118014.2667847,10.05434513092041,23.13246346121239,True,783,1144.7316284179688,0.9990234375,0.06,True,False,-127,3,0,0,12,2,85.71428571428571,4,0,3.477272727272727,1.864744681524183,3.477272727272727,0,0.0,11,782.6,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.62479718430464,0.0,0.0,0.0,0.08229751762212345,1.0,0.9,True,169.25814987290485,87.75351489019083,169.50544309481353,169.62479718430464,-0.008522115647792816,-0.007456851191818714,0.00532632227987051,-9.299078941345215,0.2298433631658554,-0.19153612852096558,9.999745579789431,False,IDLE,True,False,1274.9079504800857,355.6720797650866,8.845329284667969e-05,1.5498159009601713,0.0,1.5498159009601713,NONE,0.0,0.0,0,14,0
1764118014.3057845,10.093344926834106,23.27632281057335,True,783,1144.7316284179688,0.9990234375,0.06,True,False,-127,3,0,0,13,2,86.66666666666667,5,0,3.769230769230769,1.941450686788302,3.769230769230769,1,38.430213928222656,12,782.9333333333333,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.62204965030566,0.0,0.0,0.0,0.08504505162110831,1.0,0.9,True,169.38407232797428,87.7537000343119,169.62642267629533,169.62204965030566,0.003195793367922306,0.009587380103766918,-0.015978965908288956,-9.251194953918457,0.06703764945268631,-0.33518823981285095,9.999636027550649,False,IDLE,True,False,1274.9079504800857,355.6720797650866,0.00014495849609375,1.5498159009601713,0.0,1.5498159009601713,NONE,0.0,0.0,0,15,0
1764118014.3475237,10.13508415222168,23.372590431045335,True,783,1145.997521859352,1.0,0.06,True,False,-127,3,0,0,14,2,87.5,6,0,3.9395604395604398,1.9848325973644325,3.9395604395604398,0,0.0,13,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.64453693934257,0.0,0.0,0.0,0.1075323406580253,1.0,0.9,True,169.62652728165926,87.75513814328367,169.8787709066549,169.64453693934257,-0.02130528911948204,-0.006391586735844612,0.0,-9.232041358947754,-0.047884032130241394,-0.3926490843296051,9.999707051753047,False,IDLE,True,False,1276.1417167216798,355.7636747872343,0.00015592575073242188,1.5522834334433597,0.0,1.5522834334433597,NONE,0.0,0.0,0,16,0
1764118014.3855686,10.173129081726074,23.486935518552436,True,783,1145.997521859352,1.0,0.06,True,False,-127,3,0,0,15,2,88.23529411764706,7,0,4.0285714285714285,2.007130147392398,4.0285714285714285,1,38.33436965942383,14,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.69186130969766,0.0,0.0,0.0,0.15485671101311027,1.0,0.9,True,169.67567290642066,87.76684065931636,170.08116501331344,169.69186130969766,-0.11291802674531937,0.004261057823896408,-0.020240023732185364,-9.232041358947754,-0.09576806426048279,-0.2777273952960968,9.999679968361464,False,IDLE,True,False,1276.1417167216798,355.7636747872343,0.00014638900756835938,1.5522834334433597,0.0,1.5522834334433597,NONE,0.0,0.0,0,17,0
1764118014.428349,10.215909481048584,23.573060376076327,True,783,1145.997521859352,1.0,0.08,True,False,-127,4,0,0,16,2,88.88888888888889,8,0,4.0625,2.0155644370746373,4.0625,1,80.4283618927002,15,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.74810484650024,0.0,0.0,0.0,0.21110024781569336,1.0,0.9,True,169.44401169499017,87.80253339727275,170.17035667778833,169.74810484650024,-0.14594122767448425,0.0,0.013848437927663326,-9.241618156433105,-0.009576806798577309,-0.3926490843296051,9.999703575020355,False,IDLE,True,False,1276.1417167216798,355.7636747872343,0.00015282630920410156,1.5522834334433597,0.0,1.5522834334433597,NONE,0.0,0.0,0,18,0
1764118014.4655104,10.253070831298828,23.635456916042642,True,783,1145.997521859352,1.0,0.08,True,False,-127,4,0,0,17,2,89.47368421052632,9,0,4.0588235294117645,2.014652210534554,4.0588235294117645,1,118.65687370300293,16,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.7418318796444,0.0,0.0,0.0,0.21737321467153947,1.0,0.9,True,168.5211616584084,87.73347876772308,169.545191641204,169.7418318796444,-0.11398329585790634,-0.001065264455974102,0.009587380103766918,-9.251194953918457,0.2298433631658554,-0.3447650372982025,9.999789945095864,False,IDLE,True,False,1276.1417167216796,354.6386747872343,0.00012183189392089844,1.5522834334433593,0.0,1.5522834334433593,NONE,0.0,0.0,0,19,0
1764118014.507075,10.294635534286499,23.719216647648437,True,783,1145.997521859352,1.0,0.08,True,False,-127,4,0,0,18,2,90.0,10,0,4.029411764705882,2.007339474206065,4.029411764705882,1,159.895658493042,17,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.75231853693452,0.0,0.0,0.0,0.22785987196166957,1.0,0.9,True,168.38388515212625,87.81456791251136,169.7127878826639,169.75231853693452,-0.12250541150569916,-0.008522115647792816,-0.019174760207533836,-9.27034854888916,0.181959331035614,-0.22026655077934265,9.999705561724454,False,IDLE,True,False,1276.1417167216796,354.6386747872343,0.00016045570373535156,1.5522834334433593,0.0,1.5522834334433593,NONE,0.0,0.0,0,20,0
1764118014.5482905,10.335850954055786,23.764197601350375,True,783,1145.997521859352,1.0,0.08,True,False,-127,4,0,0,19,2,90.47619047619048,11,0,3.982456140350877,1.9956092153402372,3.982456140350877,1,201.019287109375,18,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.79822726125514,0.0,0.0,0.0,0.2737685962822809,1.0,0.9,True,168.4603610029852,87.78172375183475,170.06700855296853,169.79822726125514,-0.13209278881549835,0.00532632227987051,0.006391586735844612,-9.279925346374512,-0.019153613597154617,-0.33518823981285095,9.99974047108245,False,IDLE,True,False,1276.1417167216796,354.6386747872343,0.0001583099365234375,1.5522834334433593,0.0,1.5522834334433593,NONE,0.0,0.0,0,21,0
1764118014.5848496,10.37241005897522,23.83959551646336,True,783,1145.997521859352,1.0,0.08,True,False,-127,4,0,0,20,2,90.9090909090909,12,0,3.9236842105263157,1.9808291724745766,3.9236842105263157,1,238.05737495422363,19,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.8456502323431,0.0,0.0,0.0,0.32119156737024923,1.0,0.9,True,168.43274336462278,87.66594153772662,170.39411115537203,169.8456502323431,-0.17789915204048157,-0.002130528911948204,-0.00532632227987051,-9.289502143859863,-0.22026655077934265,-0.4213795065879822,9.999810135718283,False,IDLE,True,False,1276.1417167216796,354.6386747872343,0.00010228157043457031,1.5522834334433593,0.0,1.5522834334433593,NONE,0.0,0.0,0,22,0
1764118014.6273096,10.414870023727417,23.879069293515474,True,783,1145.997521859352,1.0,0.08,True,False,-127,4,0,0,21,2,91.30434782608695,13,0,3.857142857142857,1.9639610121239315,3.857142857142857,1,279.998779296875,20,783.0,783,0.0,0.0,0,False,False,NONE,0.0,0.0,0,0.0,0.0,0.0,169.92772983774134,0.0,0.0,0.0,0.4032711727684841,1.0,0.9,True,167.87825783582204,87.75835543217653,170.29604077633942,169.92772983774134,-0.2045307755470276,0.004261057823896408,0.02130528911948204,-9.251194953918457,-0.019153613597154617,-0.33518823981285095,9.999763867522423,False,IDLE,True,False,1276.1417167216796,354.6386747872343,0.00015878677368164062,1.5522834334433593,0.0,1.5522834334433593,NONE,0.0,0.0,0,23,0
